,page_number,file_path,content
260,2,./data/cmp/raw/bills/30010320361/706001519397_bill.pdf,"Bill Date 08/11/2022 Invoice Number 706001519397 Account Number 3001-0320-361 Page 2 of 3
Your Central Maine Power Delivery Service Account Detail
Prior Balance for Central Maine Power Delivery $65.69
Payments received - Thank you -$65.69
Balance Forward $0.00
Delivery Charges
Delivery Charges: SGS Secondary 3 Phase ( 07/14/2022 - 08/11/2022 )
Service Charge - Three Phase @$25.67 +$25.67
Delivery Service: 434 KWH @$0.071564 +$31.06
Demand Charge
Demand
Measured 2.65 KW
Maine Sales Tax +$3.12
Total Current Delivery Charges $59.85
Central Maine Power Account Balance $59.85
Your Meter Details Read Cycle 07
Meter Number Read Date Meter Reading Prior Read Date Prior Meter Reading Number of Days Total kWh
L108558642 08/11/2022 86,704 07/13/2022 86,270 29 434
Customer Information for Your Delivery Service
Delivery rates are approved by the Maine Public Utilities Commission. For bills that cover both electricity supply and CMP delivery, CMP
forwards energy-supply payments to the appropriate energy provider. For a schedule of CMP delivery rates, visit www.cmpco.com or call
us at 1.800.565.3181.
What’s a kilowatt-hour? Questions?
Electric power is measured in watts. 1000 watts of power used for 1 To ask a question or dispute a bill, you can email
hour is a kilowatt-hour (kWh) of energy. Example: a 100 watt bulb lit customer.service@cmpco.com, or call 1.800.565.3181, or write to
for 10 hours uses 1 kWh of energy. CMP Customer Service, 83 Edison Drive, Augusta, ME 04336.
Sales-Tax Exemption Payment Arrangements
Maine sales tax does not apply to the first 750 kilowatt-hours (kWh) If you have trouble paying your bill, a payment plan may help. Call
of residential usage. 1.800.565.3181 for more information.
Late-Payment Charge Maine Public Utilities Commission (MPUC)
Bills are due on receipt. The 2022 rate of 0.267% will be applied each The MPUC's Consumer Assistance and Safety Division (CASD)
month to the unpaid balance after 25 days from the bill postmark. investigates and resolves complaints, educates the public and ensures
utilities remain in compliance with State statutes and Commission
Estimated Bills rules. To contact the CASD, call 1.800.452.4699 or visit
When we cannot read your meter, we will estimate your usage for the www.maine.gov/mpuc.
month. You have the right to read your own meter. Visit www.cmpco.
com for more information, or call 1.800.565.3181.
Mail Address Changes
Please “X” for mail address changes and fill in
your new mailing address information below.
If you are moving or need to stop service,
please call a Customer Representative at 1.800.750.4000
Please do not write below this line."
261,3,./data/cmp/raw/bills/30010320361/706001519397_bill.pdf,"Bill Date 08/11/2022 Invoice Number 706001519397 Account Number 3001-0320-361 Page 3 of 3
Your Electricity Supply Account Detail
You have chosen MEGA ENERGY OF MAINE LLC as your electricity supplier
Customer Support Hours: 8:00 AM TO 5:00 PM M-F
Phone: 1-855-810-6342
Your MEGA ENERGY OF MAINE LLC Account Number: 2103080006
AUSTIN STREET BREWERY LLC
115 FOX ST UNIT 103 PORTLAND ME 04101
Prior Balance for MEGA ENERGY OF MAINE LLC $37.53
Payments received - Thank you -$37.53
Balance Forward $0.00
New Supply Charges
Rate RF684 : ( 07/14/2022 - 08/11/2022 )
Energy Charge 434 KWH @$0.068400 +$29.69
Maine Sales Tax +$1.63
Total New Supply Charges $31.32
MEGA ENERGY OF MAINE LLC Account Balance $31.32
Messages About Your Electricity Supply
CMP delivers your electricity. Your electricity supply is provided by MEGA ENERGY OF MAINE LLC.
For information regarding electricity supply options, please see the Office of the Public Advocate website at: https://www.maine.gov/meopa/
electricity/electricity-supply or contact them at 207-624-3687.
Central Maine Power provides billing services for your electricity supplier. Supply payments are forwarded on your behalf, in accordance with
the Maine Public Utilities Commission (MPUC) rules.
For additional information regarding SOP supply, please visit the MPUC website: maine.gov/mpuc/regulated-utilities/electricity/standard-offer-
rates or call them at 207.287.3831.
For information regarding your supply contract terms and conditions, please call your electricity supplier at the telephone number listed above.
Visit us at cmpco.com/UnderstandYourUsage to see how you can understand and manage your usage. You can also choose your supplier, and
possibly find a better supply price, by visiting maine.gov/mpuc or maine.gov/meopa/electricity/electricity-supply, or by calling the Maine Public
Utilities Commission at 207.287.3831.
We are your energy delivery company. Other companies, not regulated by the MPUC, supply your power, which we deliver to you safely and
reliably. We include the supply charges on your bill and pass your payments to the suppliers. You will see your supplier and their supply charges
itemized on this page."
262,1,./data/cmp/raw/bills/30010320361/712001803445_bill.pdf,"Page 1 of 4
Account Number Service Location Amount Due Date Due
3001-0320-361 AUSTIN STREET BREWERY LLC $41.83 09/12/2023
115 FOX ST UNIT 103
Invoice Number PORTLAND ME 04101
712001803445
Manage your account online: cmpco.com
Customer Service: 800.565.3181
Outage reporting line: 800.696.1000 Your Account Summary
Prior Balance $33.27
Your Messages
Payments received through 08/16/2023 - Thank you -$33.27
Electricity delivery prices were adjusted on July 1, Balance Forward $0.00
2023. Specific adjustments for your rate CMP Delivery +$41.83
classification can be viewed on our website at Non-CMP Supplier CONSTELLATION NEWENERGY INC. +$0.00
cmpco.com/pricing. Please pay by 09/12/2023 $41.83
If you need help paying your bill, you may be
eligible for funds through Maine's Homeowner
Assistance Fund, the Arrearage Management
Program and the Electricity Lifeline Program.
For more information, please visit cmpco.com/
HelpWithBill or call us at 800.750.4000 or contact
your local Community Action Agency.
Thank you for choosing AutoPay - our most
convenient payment option. Your payments are
made automatically, on time every month. There
is no need to send payment with this bill.
CMP now provides kilowatts of demand (kW) on
Your Monthly Billed Usage Summary(kWh)
your monthly bill - please take a moment to review
Your next meter reading is on or about 09/12/2023
this information. kWh
Manage your account anytime, anywhere with our 1,150
FREE Mobile App. You can view and pay your
920
bill, enroll in eBill, access outage information, and
more! Text APP to 267898 and we'll send you a 690
link to download the app.
460
We’re building a smarter, stronger, more resilient 230
grid by upgrading to more durable poles, using
coated wire to better resist falling branches, 0
trimming trees across our service area and Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec
investing in smart technology to reduce outage 2023 21* 19 11 11* 4 0 0 0 0 0 0 0
impacts. 2022 28 27 26 23 21* 20 16 15 17 0 0 15
2021 20 19 18 19 17 15 16 16 17 17 23 28
Your Average Daily Billed Usage (kWh) *Estimated Reading
Please return this stub with your payment. Please allow 7 to 10
business days for processing. Do not send cash or coins, and
do not return with staples or paper clips. Thank you.
Account Number
3001-0320-361
Central Maine Power Date Due
PO Box 847810
09/12/2023
Boston, MA 02284-7810
Amount Due
AUSTIN STREET BREWERY LLC
1 INDUSTRIAL WAY UNIT 8 $41.83
PORTLAND ME 04103-1072
Amount Paid
Please do not write below this line.
100912230030010320361000004183"
263,2,./data/cmp/raw/bills/30010320361/712001803445_bill.pdf,"Bill Date 08/16/2023 Invoice Number 712001803445 Account Number 3001-0320-361 Page 2 of 4
Your Central Maine Power Delivery Service Account Detail
Prior Balance for Central Maine Power Delivery $33.27
Payments received - Thank you -$33.27
Balance Forward $0.00
Delivery Charges
Delivery Charges: SGS Secondary 3 Phase ( 07/14/2023 - 08/11/2023 )
Service Charge - Three Phase @$39.65 +$39.65
Demand Charge
Demand
Measured 12.62 KW
Maine Sales Tax +$2.18
Total Current Delivery Charges $41.83
Central Maine Power Account Balance $41.83
Your Meter Details Read Cycle 07
Meter Number Read Date Meter Reading Prior Read Date Prior Meter Reading Number of Days Total kWh
Use L108558642 08/11/2023 93,771 07/13/2023 93,247 29 524
Your Generation Details (kWh)
You can find definitions and explanations of Net Energy and Distributed Generation invoices on our website at cmpco.com/NEB-DG
Allocated
Fixed Percentage Billing Period Usage Banked Generation Unused Expired Credits
Generation
0.100000% 07/14/23-08/11/23 524 617 213 0
0.100000% 06/13/23-07/13/23 607 547 120 0
0.100000% 05/12/23-06/12/23 557 737 180 0
0.100000% 04/12/23-05/11/23 528 398 0 0
0.100000% 03/14/23-04/11/23 552 231 0 0
0.100000% 02/10/23-03/13/23 646 281 0 0
0.096000% 01/12/23-02/09/23 646 96 0 0
0.096000% 12/14/22-01/11/23 656 49 0 0
0.096000% 11/11/22-12/13/22 772 274 0 0
0.096000% 10/14/22-11/10/22 475 361 0 0
Please contact the Project Sponsor for details regarding the allocated generation credited to your account. You receive allocated generation
produced by NextGrid Mastic.
Mail Address Changes
Please “X” for mail address changes and fill in
your new mailing address information below.
If you are moving or need to stop service,
please call a Customer Representative at 1.800.750.4000
Please do not write below this line."
264,3,./data/cmp/raw/bills/30010320361/712001803445_bill.pdf,"Bill Date 08/16/2023 Invoice Number 712001803445 Account Number 3001-0320-361 Page 3 of 4
Your Monthly Usage Summary(kWh)
Your next meter reading is on or about 09/12/2023
kWh
950
760
570
380
190
0
Sep Oct Nov Dec Jan Feb Mar Apr May Jun Jul Aug
Gen 0 0 361 274 49 96 281 231 398 737 547 617
Use 0 0 475 772 656* 646 646 552* 528 557 607 524
*Estimated Reading
Customer Information for Your Delivery Service
Delivery rates are approved by the Maine Public Utilities Commission. For bills that cover both electricity supply and CMP delivery, CMP
forwards energy-supply payments to the appropriate energy provider. For a schedule of CMP delivery rates, visit www.cmpco.com or call
us at 800.565.3181.
What’s a kilowatt-hour? Questions?
Electric power is measured in watts. 1000 watts of power used for 1 To ask a question or dispute a bill, you can email
hour is a kilowatt-hour (kWh) of energy. Example: a 100 watt bulb lit customer.service@cmpco.com, or call 800.565.3181, or write to CMP
for 10 hours uses 1 kWh of energy. Customer Service, 83 Edison Drive, Augusta, ME 04336.
Sales-Tax Exemption Payment Arrangements
Maine sales tax does not apply to the first 750 kilowatt-hours (kWh) If you have trouble paying your bill, a payment plan may help. Call
of residential usage. 800.686.4044 for more information.
Late-Payment Charge Maine Public Utilities Commission (MPUC)
Bills are due on receipt. A rate of 0.949% will be applied each The MPUC's Consumer Assistance and Safety Division (CASD)
month to the unpaid balance after 25 days from the bill postmark. investigates and resolves complaints, educates the public and ensures
utilities remain in compliance with State statutes and Commission
Estimated Bills rules. To contact the CASD, call 800.452.4699 or visit
When we cannot read your meter, we will estimate your usage for the www.maine.gov/mpuc.
month. You have the right to read your own meter. Visit www.cmpco.
com for more information, or call 800.565.3181."
265,4,./data/cmp/raw/bills/30010320361/712001803445_bill.pdf,"Bill Date 08/16/2023 Invoice Number 712001803445 Account Number 3001-0320-361 Page 4 of 4
You have chosen to purchase your electricity supply from: CONSTELLATION NEWENERGY INC..
Rates for electricity supply are not set by CMP yet we are required to bill and collect them on behalf of your Supplier.
Supplier: CONSTELLATION NEWENERGY INC.
Customer Support Hours: 1-844-636-3749 24-7
Phone: 1-844-636-3749
CONSTELLATION NEWENERGY INC. Account Number: 14179613
AUSTIN STREET BREWERY LLC
115 FOX ST UNIT 103 PORTLAND ME 04101
Prior Balance for CONSTELLATION NEWENERGY INC. Supplier $0.00
Payments received $0.00
Balance Forward $0.00
New Supplier Charges
Rate G0799 : ( 07/14/2023 - 08/11/2023 )
Energy Charge 0 KWH @$0.117800 +$0.00
Total New Supplier Charges $0.00
CONSTELLATION NEWENERGY INC. Supplier Account Balance $0.00
Supplier Information
CMP does not generate or supply electricity. We deliver your electricity. Your electricity is supplied by CONSTELLATION NEWENERGY INC..
CMP is your energy delivery company. Other companies, not regulated by the Maine Public Utilities Commission (MPUC), supply your electricity,
which we deliver to you safely and reliably. CMP does not control the supply price though we are required to include and collect the costs in our
monthly bills. Now you will see the name of your supplier and their itemized supply charges in BLUE on this page.
For information regarding your supply contract terms and conditions, please call your electricity supplier at the telephone number listed above.
You may learn more about energy supply and suppliers, and possibly find a better supply price, by visiting the Office of the Public Advocate
(OPA) at maine.gov/SupplyRates, calling the OPA at 207.624.3687, or by visiting the MPUC at maine.gov/mpuc.
For additional information regarding Standard Offer supply, the default if you do not choose an electricity supplier, please visit the MPUC website:
maine.gov/mpuc/regulated-utilities/electricity/standard-offer-rates or call them at 207.287.3831.
Visit us at cmpco.com/UnderstandYourUsage to see ways to manage and potentially reduce your usage."
266,1,./data/cmp/raw/bills/30010320361/706001789497_bill.pdf,"Page 1 of 4
Account Number Service Location Amount Due Date Due
3001-0320-361 AUSTIN STREET BREWERY LLC $27.08 07/12/2023
115 FOX ST UNIT 103
Invoice Number PORTLAND ME 04101
706001789497
Manage your account online: cmpco.com
Customer Service: 800.565.3181
Outage reporting line: 800.696.1000 Your Account Summary
Prior Balance $52.81
Your Messages
Payments received through 06/15/2023 - Thank you -$52.81
If you need help paying your bill, you may be Balance Forward $0.00
eligible for funds through Maine's Homeowner CMP Delivery +$27.08
Assistance Fund Program, the Arrearage Non-CMP Supplier CONSTELLATION NEWENERGY INC. +$0.00
Management Program and the Electricity Lifeline Please pay by 07/12/2023 $27.08
Program. For more information, please visit
cmpco.com/HelpWithBill or call us at
800.750.4000.
Thank you for choosing AutoPay - our most
convenient payment option. Your payments are
made automatically, on time every month. There
is no need to send payment with this bill.
CMP now provides kilowatts of demand (kW) on
your monthly bill - please take a moment to review
this information.
Manage your account anytime, anywhere with our
FREE Mobile App. You can view and pay your
Your Monthly Billed Usage Summary(kWh)
bill, enroll in eBill, access outage information, and
Your next meter reading is on or about 07/12/2023
more! Text APP to 267898 and we'll send you a kWh
link to download the app.
1,150
We’re building a smarter, stronger, more resilient
920
grid by upgrading to more durable poles, using
coated wire to better resist falling branches, 690
trimming trees across our service area and
460
investing in smart technology to reduce outage
impacts. 230
0
Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec
2023 21* 19 11 11* 4 0 0 0 0 0 0 0
2022 28 27 26 23 21* 20 16 15 17 0 0 15
2021 20 19 18 19 17 15 16 16 17 17 23 28
Your Average Daily Billed Usage (kWh) *Estimated Reading
Please return this stub with your payment. Please allow 7 to 10
business days for processing. Do not send cash or coins, and
do not return with staples or paper clips. Thank you.
Account Number
3001-0320-361
Central Maine Power Date Due
PO Box 847810
07/12/2023
Boston, MA 02284-7810
Amount Due
AUSTIN STREET BREWERY LLC
1 INDUSTRIAL WAY UNIT 8 $27.08
PORTLAND ME 04103-1072
Amount Paid
Please do not write below this line.
100712230030010320361000002708"
267,2,./data/cmp/raw/bills/30010320361/706001789497_bill.pdf,"Bill Date 06/15/2023 Invoice Number 706001789497 Account Number 3001-0320-361 Page 2 of 4
Your Central Maine Power Delivery Service Account Detail
Prior Balance for Central Maine Power Delivery $36.66
Payments received - Thank you -$36.66
Balance Forward $0.00
Delivery Charges
Delivery Charges: SGS Secondary 3 Phase ( 05/12/2023 - 06/12/2023 )
Service Charge - Three Phase @$25.67 +$25.67
Demand Charge
Demand
Measured 5.79 KW
Maine Sales Tax +$1.41
Total Current Delivery Charges $27.08
Central Maine Power Account Balance $27.08
Your Meter Details Read Cycle 07
Meter Number Read Date Meter Reading Prior Read Date Prior Meter Reading Number of Days Total kWh
Use L108558642 06/12/2023 92,640 05/11/2023 92,083 32 557
Your Generation Details (kWh)
You can find definitions and explanations of Net Energy and Distributed Generation invoices on our website at cmpco.com/NEB-DG
Allocated
Fixed Percentage Billing Period Usage Banked Generation Unused Expired Credits
Generation
0.100000% 05/12/23-06/12/23 557 737 180 0
0.100000% 04/12/23-05/11/23 528 398 0 0
0.100000% 03/14/23-04/11/23 552 231 0 0
0.100000% 02/10/23-03/13/23 646 281 0 0
0.096000% 01/12/23-02/09/23 646 96 0 0
0.096000% 12/14/22-01/11/23 656 49 0 0
0.096000% 11/11/22-12/13/22 772 274 0 0
0.096000% 10/14/22-11/10/22 475 361 0 0
Please contact the Project Sponsor for details regarding the allocated generation credited to your account. You receive allocated generation
produced by NextGrid Mastic.
Mail Address Changes
Please “X” for mail address changes and fill in
your new mailing address information below.
If you are moving or need to stop service,
please call a Customer Representative at 1.800.750.4000
Please do not write below this line."
268,3,./data/cmp/raw/bills/30010320361/706001789497_bill.pdf,"Bill Date 06/15/2023 Invoice Number 706001789497 Account Number 3001-0320-361 Page 3 of 4
Your Monthly Usage Summary(kWh)
Your next meter reading is on or about 07/12/2023
kWh
950
760
570
380
190
0
Jul Aug Sep Oct Nov Dec Jan Feb Mar Apr May Jun
Gen 0 0 0 0 361 274 49 96 281 231 398 737
Use 0 0 0 0 475 772 656* 646 646 552* 528 557
*Estimated Reading
Customer Information for Your Delivery Service
Delivery rates are approved by the Maine Public Utilities Commission. For bills that cover both electricity supply and CMP delivery, CMP
forwards energy-supply payments to the appropriate energy provider. For a schedule of CMP delivery rates, visit www.cmpco.com or call
us at 800.565.3181.
What’s a kilowatt-hour? Questions?
Electric power is measured in watts. 1000 watts of power used for 1 To ask a question or dispute a bill, you can email
hour is a kilowatt-hour (kWh) of energy. Example: a 100 watt bulb lit customer.service@cmpco.com, or call 800.565.3181, or write to CMP
for 10 hours uses 1 kWh of energy. Customer Service, 83 Edison Drive, Augusta, ME 04336.
Sales-Tax Exemption Payment Arrangements
Maine sales tax does not apply to the first 750 kilowatt-hours (kWh) If you have trouble paying your bill, a payment plan may help. Call
of residential usage. 800.686.4044 for more information.
Late-Payment Charge Maine Public Utilities Commission (MPUC)
Bills are due on receipt. A rate of 0.949% will be applied each The MPUC's Consumer Assistance and Safety Division (CASD)
month to the unpaid balance after 25 days from the bill postmark. investigates and resolves complaints, educates the public and ensures
utilities remain in compliance with State statutes and Commission
Estimated Bills rules. To contact the CASD, call 800.452.4699 or visit
When we cannot read your meter, we will estimate your usage for the www.maine.gov/mpuc.
month. You have the right to read your own meter. Visit www.cmpco.
com for more information, or call 800.565.3181."
269,4,./data/cmp/raw/bills/30010320361/706001789497_bill.pdf,"Bill Date 06/15/2023 Invoice Number 706001789497 Account Number 3001-0320-361 Page 4 of 4
You have chosen to purchase your electricity supply from: CONSTELLATION NEWENERGY INC..
Rates for electricity supply are not set by CMP yet we are required to bill and collect them on behalf of your Supplier.
Supplier: CONSTELLATION NEWENERGY INC.
Customer Support Hours: 1-844-636-3749 24-7
Phone: 1-844-636-3749
CONSTELLATION NEWENERGY INC. Account Number: 14179613
AUSTIN STREET BREWERY LLC
115 FOX ST UNIT 103 PORTLAND ME 04101
Prior Balance for CONSTELLATION NEWENERGY INC. Supplier $16.15
Payments received - Thank you -$16.15
Balance Forward $0.00
New Supplier Charges
Rate G0799 : ( 05/12/2023 - 06/12/2023 )
Energy Charge 0 KWH @$0.117800 +$0.00
Total New Supplier Charges $0.00
CONSTELLATION NEWENERGY INC. Supplier Account Balance $0.00
Supplier Information
CMP does not generate or supply electricity. We deliver your electricity. Your electricity is supplied by CONSTELLATION NEWENERGY INC..
CMP is your energy delivery company. Other companies, not regulated by the Maine Public Utilities Commission (MPUC), supply your electricity,
which we deliver to you safely and reliably. CMP does not control the supply price though we are required to include and collect the costs in our
monthly bills. Now you will see the name of your supplier and their itemized supply charges in BLUE on this page.
For information regarding your supply contract terms and conditions, please call your electricity supplier at the telephone number listed above.
You may learn more about energy supply and suppliers, and possibly find a better supply price, by visiting the Office of the Public Advocate
(OPA) at maine.gov/SupplyRates, calling the OPA at 207.624.3687, or by visiting the MPUC at maine.gov/mpuc.
For additional information regarding Standard Offer supply, the default if you do not choose an electricity supplier, please visit the MPUC website:
maine.gov/mpuc/regulated-utilities/electricity/standard-offer-rates or call them at 207.287.3831.
Visit us at cmpco.com/UnderstandYourUsage to see ways to manage and potentially reduce your usage."
270,1,./data/cmp/raw/bills/30010320361/702001847716_bill.pdf,"Page 1 of 4
Account Number Service Location Amount Due Date Due
3001-0320-361 AUSTIN STREET BREWERY LLC $33.27 08/14/2023
115 FOX ST UNIT 103
Invoice Number PORTLAND ME 04101
702001847716
Manage your account online: cmpco.com
Customer Service: 800.565.3181
Outage reporting line: 800.696.1000 Your Account Summary
Prior Balance $27.08
Your Messages
Payments received through 07/18/2023 - Thank you -$27.08
Electricity delivery prices were adjusted on July 1, Balance Forward $0.00
2023. Specific adjustments for your rate CMP Delivery +$33.27
classification can be viewed on our website at Non-CMP Supplier CONSTELLATION NEWENERGY INC. +$0.00
cmpco.com/pricing. Please pay by 08/14/2023 $33.27
If you need help paying your bill, you may be
eligible for funds through Maine's Homeowner
Assistance Fund, the Arrearage Management
Program and the Electricity Lifeline Program.
For more information, please visit cmpco.com/
HelpWithBill or call us at 800.750.4000 or contact
your local Community Action Agency.
Thank you for choosing AutoPay - our most
convenient payment option. Your payments are
made automatically, on time every month. There
is no need to send payment with this bill.
CMP now provides kilowatts of demand (kW) on
Your Monthly Billed Usage Summary(kWh)
your monthly bill - please take a moment to review
Your next meter reading is on or about 08/10/2023
this information. kWh
Manage your account anytime, anywhere with our 1,150
FREE Mobile App. You can view and pay your
920
bill, enroll in eBill, access outage information, and
more! Text APP to 267898 and we'll send you a 690
link to download the app.
460
We’re building a smarter, stronger, more resilient 230
grid by upgrading to more durable poles, using
coated wire to better resist falling branches, 0
trimming trees across our service area and Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec
investing in smart technology to reduce outage 2023 21* 19 11 11* 4 0 0 0 0 0 0 0
impacts. 2022 28 27 26 23 21* 20 16 15 17 0 0 15
2021 20 19 18 19 17 15 16 16 17 17 23 28
Your Average Daily Billed Usage (kWh) *Estimated Reading
Please return this stub with your payment. Please allow 7 to 10
business days for processing. Do not send cash or coins, and
do not return with staples or paper clips. Thank you.
Account Number
3001-0320-361
Central Maine Power Date Due
PO Box 847810
08/14/2023
Boston, MA 02284-7810
Amount Due
AUSTIN STREET BREWERY LLC
1 INDUSTRIAL WAY UNIT 8 $33.27
PORTLAND ME 04103-1072
Amount Paid
Please do not write below this line.
100814230030010320361000003327"
271,2,./data/cmp/raw/bills/30010320361/702001847716_bill.pdf,"Bill Date 07/18/2023 Invoice Number 702001847716 Account Number 3001-0320-361 Page 2 of 4
Your Central Maine Power Delivery Service Account Detail
Prior Balance for Central Maine Power Delivery $27.08
Payments received - Thank you -$27.08
Balance Forward $0.00
Delivery Charges
Delivery Charges: SGS Secondary 3 Phase ( 06/13/2023 - 06/30/2023 )
Service Charge - Three Phase +$14.91
Delivery Charges: SGS Secondary 3 Phase ( 07/01/2023 - 07/13/2023 )
Service Charge - Three Phase +$16.63
Maine Sales Tax +$1.73
Total Current Delivery Charges $33.27
Central Maine Power Account Balance $33.27
Your Meter Details Read Cycle 07
Meter Number Read Date Meter Reading Prior Read Date Prior Meter Reading Number of Days Total kWh
Use L108558642 07/13/2023 93,247 06/12/2023 92,640 31 607
Your Generation Details (kWh)
You can find definitions and explanations of Net Energy and Distributed Generation invoices on our website at cmpco.com/NEB-DG
Allocated
Fixed Percentage Billing Period Usage Banked Generation Unused Expired Credits
Generation
0.100000% 06/13/23-07/13/23 607 547 120 0
0.100000% 05/12/23-06/12/23 557 737 180 0
0.100000% 04/12/23-05/11/23 528 398 0 0
0.100000% 03/14/23-04/11/23 552 231 0 0
0.100000% 02/10/23-03/13/23 646 281 0 0
0.096000% 01/12/23-02/09/23 646 96 0 0
0.096000% 12/14/22-01/11/23 656 49 0 0
0.096000% 11/11/22-12/13/22 772 274 0 0
0.096000% 10/14/22-11/10/22 475 361 0 0
Please contact the Project Sponsor for details regarding the allocated generation credited to your account. You receive allocated generation
produced by NextGrid Mastic.
Mail Address Changes
Please “X” for mail address changes and fill in
your new mailing address information below.
If you are moving or need to stop service,
please call a Customer Representative at 1.800.750.4000
Please do not write below this line."
272,3,./data/cmp/raw/bills/30010320361/702001847716_bill.pdf,"Bill Date 07/18/2023 Invoice Number 702001847716 Account Number 3001-0320-361 Page 3 of 4
Your Monthly Usage Summary(kWh)
Your next meter reading is on or about 08/10/2023
kWh
950
760
570
380
190
0
Aug Sep Oct Nov Dec Jan Feb Mar Apr May Jun Jul
Gen 0 0 0 361 274 49 96 281 231 398 737 547
Use 0 0 0 475 772 656* 646 646 552* 528 557 607
*Estimated Reading
Customer Information for Your Delivery Service
Delivery rates are approved by the Maine Public Utilities Commission. For bills that cover both electricity supply and CMP delivery, CMP
forwards energy-supply payments to the appropriate energy provider. For a schedule of CMP delivery rates, visit www.cmpco.com or call
us at 800.565.3181.
What’s a kilowatt-hour? Questions?
Electric power is measured in watts. 1000 watts of power used for 1 To ask a question or dispute a bill, you can email
hour is a kilowatt-hour (kWh) of energy. Example: a 100 watt bulb lit customer.service@cmpco.com, or call 800.565.3181, or write to CMP
for 10 hours uses 1 kWh of energy. Customer Service, 83 Edison Drive, Augusta, ME 04336.
Sales-Tax Exemption Payment Arrangements
Maine sales tax does not apply to the first 750 kilowatt-hours (kWh) If you have trouble paying your bill, a payment plan may help. Call
of residential usage. 800.686.4044 for more information.
Late-Payment Charge Maine Public Utilities Commission (MPUC)
Bills are due on receipt. A rate of 0.949% will be applied each The MPUC's Consumer Assistance and Safety Division (CASD)
month to the unpaid balance after 25 days from the bill postmark. investigates and resolves complaints, educates the public and ensures
utilities remain in compliance with State statutes and Commission
Estimated Bills rules. To contact the CASD, call 800.452.4699 or visit
When we cannot read your meter, we will estimate your usage for the www.maine.gov/mpuc.
month. You have the right to read your own meter. Visit www.cmpco.
com for more information, or call 800.565.3181."
273,4,./data/cmp/raw/bills/30010320361/702001847716_bill.pdf,"Bill Date 07/18/2023 Invoice Number 702001847716 Account Number 3001-0320-361 Page 4 of 4
You have chosen to purchase your electricity supply from: CONSTELLATION NEWENERGY INC..
Rates for electricity supply are not set by CMP yet we are required to bill and collect them on behalf of your Supplier.
Supplier: CONSTELLATION NEWENERGY INC.
Customer Support Hours: 1-844-636-3749 24-7
Phone: 1-844-636-3749
CONSTELLATION NEWENERGY INC. Account Number: 14179613
AUSTIN STREET BREWERY LLC
115 FOX ST UNIT 103 PORTLAND ME 04101
Prior Balance for CONSTELLATION NEWENERGY INC. Supplier $0.00
Payments received $0.00
Balance Forward $0.00
New Supplier Charges
Rate G0799 : ( 06/13/2023 - 07/13/2023 )
Energy Charge 0 KWH @$0.117800 +$0.00
Total New Supplier Charges $0.00
CONSTELLATION NEWENERGY INC. Supplier Account Balance $0.00
Supplier Information
CMP does not generate or supply electricity. We deliver your electricity. Your electricity is supplied by CONSTELLATION NEWENERGY INC..
CMP is your energy delivery company. Other companies, not regulated by the Maine Public Utilities Commission (MPUC), supply your electricity,
which we deliver to you safely and reliably. CMP does not control the supply price though we are required to include and collect the costs in our
monthly bills. Now you will see the name of your supplier and their itemized supply charges in BLUE on this page.
For information regarding your supply contract terms and conditions, please call your electricity supplier at the telephone number listed above.
You may learn more about energy supply and suppliers, and possibly find a better supply price, by visiting the Office of the Public Advocate
(OPA) at maine.gov/SupplyRates, calling the OPA at 207.624.3687, or by visiting the MPUC at maine.gov/mpuc.
For additional information regarding Standard Offer supply, the default if you do not choose an electricity supplier, please visit the MPUC website:
maine.gov/mpuc/regulated-utilities/electricity/standard-offer-rates or call them at 207.287.3831.
Visit us at cmpco.com/UnderstandYourUsage to see ways to manage and potentially reduce your usage."
